261.94,288.83,285.92,283.36,294.61,290.23,304.06,329.84,304.25,360.08,1077.03,495.24,661.68,357.94,353.02,363.18,341.78,377.55,349.80,432.91,440.55,470.44,558.28,nan,637.97,709.02,257.63,277.96,288.71,287.87,300.11,296.39,309.42,327.56,326.13,375.24,988.49,458.40,600.65,264.37,281.77,278.59,280.69,291.04,289.60,308.30,309.54,323.21,354.26,1299.62,474.61,619.50
281.53,286.94,289.63,308.99,317.90,314.87,315.22,326.02,330.16,378.89,464.05,984.87,942.78,355.97,358.87,367.12,436.82,455.20,424.85,401.17,420.10,591.03,614.52,637.97,nan,981.26,295.85,283.65,299.52,322.08,311.26,320.42,308.13,325.41,325.12,425.03,481.70,1050.11,869.81,295.65,288.56,295.83,303.22,313.86,313.70,313.23,321.44,334.63,407.38,474.91,1270.09,893.15
298.90,304.08,309.82,312.01,293.13,349.66,355.77,382.73,385.00,448.99,651.31,1089.51,1015.60,467.85,412.83,494.21,538.36,438.55,455.40,529.17,576.44,622.63,654.01,709.02,981.26,nan,319.39,307.72,303.59,310.12,304.93,353.29,350.99,376.56,385.03,451.34,677.01,883.25,817.51,297.00,316.44,311.62,321.86,302.41,356.45,356.09,372.72,404.06,467.34,631.12,951.83,1049.11
382.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,178.17,259.97,272.84,307.49,370.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.50,257.63,295.85,319.39,nan,301.22,288.29,299.75,287.57,260.58,272.54,300.48,325.36,328.14,340.01,371.50,476.05,394.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.03,250.15,274.04,304.51
0.00,375.97,211.12,244.51,0.00,0.00,0.00,0.00,152.20,216.81,275.30,307.34,302.76,0.00,378.48,210.66,244.19,0.00,0.00,0.00,0.00,0.00,221.29,277.96,283.65,307.72,301.22,nan,348.30,370.40,298.29,288.22,268.37,297.37,319.10,357.48,348.30,363.08,425.94,0.00,360.42,219.32,237.92,0.00,0.00,0.00,0.00,0.00,219.61,280.07,286.95,311.06
0.00,206.74,403.42,274.46,251.29,184.59,150.77,0.00,216.07,275.61,276.01,287.69,310.16,0.00,207.90,403.08,281.80,257.37,180.72,0.00,0.00,210.66,262.24,288.71,299.52,303.59,288.29,348.30,nan,558.18,403.85,342.19,304.77,301.70,336.52,333.07,353.94,372.78,467.31,0.00,205.77,405.24,280.91,247.63,180.41,0.00,0.00,213.57,275.86,279.53,291.58,311.51
0.00,241.55,274.58,424.58,266.73,261.56,255.57,246.98,246.82,275.86,299.92,326.65,324.99,0.00,257.14,272.58,415.87,266.93,255.56,244.99,247.94,254.44,283.76,287.87,322.08,310.12,299.75,370.40,558.18,nan,650.67,423.93,377.63,346.13,369.71,332.45,362.99,392.84,527.39,0.00,240.78,287.88,466.68,271.75,262.29,254.14,253.20,248.41,280.50,296.44,304.27,337.45
0.00,0.00,253.46,271.92,457.78,277.89,272.87,282.81,275.29,282.30,298.42,310.79,313.89,0.00,0.00,251.45,274.23,454.74,280.06,275.56,268.80,276.70,276.35,300.11,311.26,304.93,287.57,298.29,403.85,650.67,nan,591.84,479.17,366.51,402.74,347.03,364.09,458.24,418.54,0.00,0.00,256.75,269.25,493.28,283.50,274.78,270.96,286.62,283.31,301.58,311.83,295.76
0.00,0.00,191.94,256.81,284.83,437.02,311.27,291.33,305.64,300.28,291.57,331.97,359.19,0.00,0.00,184.21,269.03,281.43,435.16,307.71,295.34,303.61,300.66,296.39,320.42,353.29,260.58,288.22,342.19,423.93,591.84,nan,569.39,510.35,410.56,399.94,348.38,438.69,448.17,0.00,0.00,182.23,251.17,273.00,440.42,317.25,302.57,299.66,297.76,287.71,310.77,357.12
0.00,0.00,0.00,248.00,279.08,311.28,523.28,306.61,305.45,315.43,312.78,304.53,359.72,0.00,0.00,0.00,255.82,286.15,319.98,519.45,309.34,318.72,317.30,309.42,308.13,350.99,272.54,268.37,304.77,377.63,479.17,569.39,nan,455.99,514.22,469.89,455.06,398.67,507.01,0.00,0.00,0.00,254.61,275.53,314.32,521.22,320.10,317.14,312.71,305.77,310.44,347.65
0.00,0.00,0.00,240.92,274.55,306.39,327.88,559.15,326.86,331.13,310.75,326.90,363.89,0.00,0.00,0.00,251.25,264.70,299.08,325.76,591.81,344.23,329.84,327.56,325.41,376.56,300.48,297.37,301.70,346.13,366.51,510.35,455.99,nan,541.67,476.37,430.82,418.61,564.66,0.00,0.00,0.00,249.61,269.99,299.63,316.44,604.25,355.07,334.20,326.51,320.55,368.89
0.00,0.00,214.00,241.52,279.92,299.38,308.81,352.84,673.92,338.55,307.24,338.90,401.61,0.00,0.00,210.35,247.33,287.88,313.09,304.13,335.60,702.01,351.84,326.13,325.12,385.03,325.36,319.10,336.52,369.71,402.74,410.56,514.22,541.67,nan,494.58,491.59,562.77,640.11,0.00,0.00,212.46,241.29,278.81,303.71,325.30,339.73,698.81,350.35,308.20,340.60,396.09
175.48,220.74,259.90,273.62,283.96,285.90,308.46,321.17,337.68,772.66,387.49,413.75,438.70,177.28,221.15,260.02,275.15,278.88,293.33,308.84,327.74,341.82,778.76,375.24,425.03,451.34,328.14,357.48,333.07,332.45,347.03,399.94,469.89,476.37,494.58,nan,555.64,599.79,677.88,175.34,218.21,272.70,281.98,277.09,285.38,311.56,341.67,350.24,877.86,346.25,393.18,449.25
263.38,276.86,287.68,282.26,298.65,302.08,306.79,318.20,310.65,380.74,1197.44,479.76,616.88,263.62,287.33,291.04,293.72,309.06,305.11,306.51,319.62,314.61,363.30,988.49,481.70,677.01,340.01,348.30,353.94,362.99,364.09,348.38,455.06,430.82,491.59,555.64,nan,625.35,693.81,259.86,275.06,297.09,286.08,297.85,306.29,307.52,323.46,320.61,347.80,1017.33,444.10,642.54
281.70,281.38,288.61,318.60,317.78,329.96,320.42,311.74,333.45,385.97,471.60,1109.83,802.10,273.23,283.40,288.93,301.65,308.71,322.78,333.47,321.56,345.20,389.73,458.40,1050.11,883.25,371.50,363.08,372.78,392.84,458.24,438.69,398.67,418.61,562.77,599.79,625.35,nan,1144.84,274.83,280.88,297.91,307.52,319.70,327.24,302.94,329.24,329.52,379.81,500.47,1013.96,790.99
301.34,302.32,310.20,320.11,304.03,355.98,364.60,382.23,385.69,466.86,588.29,1009.94,988.66,306.07,303.14,302.53,330.63,291.85,360.17,341.83,375.57,375.55,465.48,600.65,869.81,817.51,476.05,425.94,467.31,527.39,418.54,448.17,507.01,564.66,640.11,677.88,693.81,1144.84,nan,311.55,302.49,306.43,325.28,301.86,343.36,356.39,373.74,411.40,439.86,640.50,831.10,837.30
383.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,173.42,260.94,277.91,321.33,374.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.87,264.37,295.65,297.00,394.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.34,259.86,274.83,311.55,nan,282.29,283.28,301.33,284.91,269.90,275.60,294.46,332.08,326.58,372.98,381.67,496.55
0.00,367.18,206.37,248.90,0.00,0.00,0.00,0.00,0.00,221.23,280.36,291.89,295.37,0.00,367.24,212.93,249.59,0.00,0.00,0.00,0.00,152.21,216.84,281.77,288.56,316.44,0.00,360.42,205.77,240.78,0.00,0.00,0.00,0.00,0.00,218.21,275.06,280.88,302.49,282.29,nan,361.81,357.58,297.77,284.26,272.19,298.75,317.31,336.31,348.50,367.54,411.09
0.00,210.04,414.04,275.77,259.85,186.11,0.00,0.00,213.36,276.03,294.69,301.14,299.92,0.00,211.09,400.44,279.00,256.80,183.12,0.00,0.00,209.89,273.12,278.59,295.83,311.62,0.00,219.32,405.24,287.88,256.75,182.23,0.00,0.00,212.46,272.70,297.09,297.91,306.43,283.28,361.81,nan,574.70,391.73,334.57,303.25,295.97,341.33,340.10,369.99,381.94,473.61
0.00,239.86,267.71,423.34,275.43,254.25,250.53,240.82,252.03,276.58,302.08,322.25,308.35,0.00,239.76,274.63,441.09,267.17,263.68,256.10,246.23,249.55,271.25,280.69,303.22,321.86,0.00,237.92,280.91,466.68,269.25,251.17,254.61,249.61,241.29,281.98,286.08,307.52,325.28,301.33,357.58,574.70,nan,616.69,418.56,384.27,362.66,325.22,327.89,344.05,404.31,530.48
0.00,0.00,249.45,274.89,452.62,285.00,274.88,273.82,280.11,282.90,305.82,320.17,300.07,0.00,0.00,250.72,265.06,448.52,278.14,278.51,260.58,285.50,283.07,291.04,313.86,302.41,0.00,0.00,247.63,271.75,493.28,273.00,275.53,269.99,278.81,277.09,297.85,319.70,301.86,284.91,297.77,391.73,616.69,nan,614.22,486.31,390.88,393.50,332.60,368.15,467.90,418.64
0.00,0.00,173.20,260.60,294.35,461.08,308.48,304.71,301.86,295.69,293.27,314.97,348.22,0.00,0.00,186.23,255.43,292.27,426.28,310.59,305.10,308.59,292.66,289.60,313.70,356.45,0.00,0.00,180.41,262.29,283.50,440.42,314.32,299.63,303.71,285.38,306.29,327.24,343.36,269.90,284.26,334.57,418.56,614.22,nan,556.52,515.54,399.69,409.72,346.22,426.40,442.31
0.00,0.00,0.00,250.63,280.16,315.18,524.70,312.70,313.70,309.83,316.37,316.93,340.26,0.00,0.00,0.00,251.73,268.18,306.16,519.06,306.44,311.82,312.97,308.30,313.23,356.09,0.00,0.00,0.00,254.14,274.78,317.25,521.22,316.44,325.30,311.56,307.52,302.94,356.39,275.60,272.19,303.25,384.27,486.31,556.52,nan,523.87,454.76,464.91,453.43,412.08,502.86
0.00,0.00,0.00,240.57,275.32,294.85,327.97,590.82,342.48,318.92,322.73,336.94,384.70,0.00,0.00,0.00,242.46,280.29,299.21,325.78,591.68,339.53,336.63,309.54,321.44,372.72,0.00,0.00,0.00,253.20,270.96,302.57,320.10,604.25,339.73,341.67,323.46,329.24,373.74,294.46,298.75,295.97,362.66,390.88,515.54,523.87,nan,554.83,475.30,429.79,419.26,605.98
0.00,153.01,211.69,250.96,279.10,299.08,317.62,334.03,674.34,345.35,319.43,345.30,382.52,0.00,154.72,210.91,255.62,282.44,307.22,318.98,337.59,667.76,337.46,323.21,334.63,404.06,0.00,0.00,213.57,248.41,286.62,299.66,317.14,355.07,698.81,350.24,320.61,329.52,411.40,332.08,317.31,341.33,325.22,393.50,399.69,454.76,554.83,nan,488.51,489.23,560.56,581.64
171.20,224.80,269.98,270.34,287.30,292.87,314.38,332.59,339.48,902.01,388.47,413.47,483.17,184.56,215.38,260.74,284.68,281.87,292.49,305.13,330.27,340.76,775.30,354.26,407.38,467.34,182.03,219.61,275.86,280.50,283.31,297.76,312.71,334.20,350.35,877.86,347.80,379.81,439.86,326.58,336.31,340.10,327.89,332.60,409.72,464.91,475.30,488.51,nan,585.04,571.65,681.50
268.58,288.16,278.24,290.15,294.89,291.70,305.74,318.27,319.94,377.75,1130.14,472.40,629.46,254.03,272.73,279.20,290.91,299.06,300.43,294.22,322.22,319.79,355.33,1299.62,474.91,631.12,250.15,280.07,279.53,296.44,301.58,287.71,305.77,326.51,308.20,346.25,1017.33,500.47,640.50,372.98,348.50,369.99,344.05,368.15,346.22,453.43,429.79,489.23,585.04,nan,608.26,673.18
293.27,287.14,285.48,311.59,308.40,319.38,314.30,324.54,343.92,366.87,457.09,923.72,915.24,295.86,284.70,303.30,320.64,317.51,315.90,309.34,321.88,343.04,407.44,474.61,1270.09,951.83,274.04,286.95,291.58,304.27,311.83,310.77,310.44,320.55,340.60,393.18,444.10,1013.96,831.10,381.67,367.54,381.94,404.31,467.90,426.40,412.08,419.26,560.56,571.65,608.26,nan,1096.34
294.51,294.93,308.78,307.51,296.30,351.05,339.16,373.71,392.42,481.92,617.56,948.05,1046.05,313.38,312.91,315.10,319.87,310.33,353.38,357.04,375.60,374.19,451.24,619.50,893.15,1049.11,304.51,311.06,311.51,337.45,295.76,357.12,347.65,368.89,396.09,449.25,642.54,790.99,837.30,496.55,411.09,473.61,530.48,418.64,442.31,502.86,605.98,581.64,681.50,673.18,1096.34,nan
