,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.5046042617960426,0.30882800608828004,0.31289954337899545,0.3284246575342466,0.34410197869101977,0.3394216133942161,0.37492389649923896,0.38192541856925416,0.4208523592085236,0.4460806697108067,0.4780821917808219,0.5115677321156773,0.5426560121765601
1,0.34402587519025873,0.5382039573820395,0.32903348554033485,0.35487062404870623,0.36750380517503806,0.35852359208523593,0.36917808219178083,0.398972602739726,0.42134703196347034,0.44752663622526634,0.4780441400304414,0.5125570776255708,0.54779299847793
2,0.35247336377473365,0.3759512937595129,0.568455098934551,0.36765601217656013,0.3780821917808219,0.38481735159817354,0.3978310502283105,0.41008371385083714,0.4356925418569254,0.4667427701674277,0.4947869101978691,0.5208904109589041,0.5531202435312025
3,0.36640030441400306,0.38462709284627095,0.4018264840182648,0.6084094368340943,0.4052130898021309,0.4045281582952816,0.4149923896499239,0.4254566210045662,0.44143835616438354,0.479261796042618,0.5014840182648402,0.5303272450532724,0.5694824961948249
4,0.37488584474885844,0.40114155251141553,0.4162861491628615,0.4265220700152207,0.6369482496194825,0.42439117199391174,0.43025114155251143,0.4433028919330289,0.46464992389649923,0.47903348554033487,0.5187595129375951,0.542351598173516,0.5783485540334855
5,0.3837138508371385,0.4045662100456621,0.4159436834094368,0.4305555555555556,0.4571537290715373,0.6644977168949772,0.45178843226788434,0.4634322678843227,0.48222983257229834,0.5015601217656012,0.5260654490106544,0.5590563165905632,0.5829147640791477
6,0.40494672754946726,0.4001522070015221,0.4281202435312024,0.44558599695586,0.47442922374429225,0.4843607305936073,0.6985540334855403,0.4856925418569254,0.49661339421613393,0.5160958904109589,0.5360350076103501,0.5601217656012176,0.5953576864535769
7,0.4253805175038052,0.43466514459665145,0.4379756468797565,0.44965753424657534,0.4760654490106545,0.4965753424657534,0.5108447488584474,0.7178843226788433,0.5154109589041096,0.5309360730593607,0.5592465753424658,0.5816971080669711,0.6092085235920852
8,0.43862252663622525,0.4581050228310502,0.4606164383561644,0.4681887366818874,0.4886986301369863,0.5071917808219178,0.532648401826484,0.5411339421613395,0.751027397260274,0.5536529680365296,0.5817732115677321,0.5909056316590563,0.6376712328767123
9,0.48074581430745816,0.4810882800608828,0.4916286149162861,0.5006849315068493,0.5133181126331812,0.5285388127853882,0.5458904109589041,0.5712709284627093,0.5805936073059361,0.7744292237442922,0.5869101978691019,0.6162100456621005,0.6284246575342466
10,0.5025875190258752,0.5025114155251141,0.5191019786910198,0.5320395738203957,0.5394216133942161,0.5440639269406393,0.5557838660578387,0.5826103500761035,0.6002283105022831,0.6030441400304414,0.8041856925418569,0.6169710806697108,0.6450913242009132
11,0.5320015220700153,0.5421613394216134,0.5522831050228311,0.5548325722983257,0.5698249619482496,0.5732876712328767,0.5893455098934551,0.602054794520548,0.6138888888888889,0.6259132420091325,0.6324581430745815,0.8277016742770168,0.6514079147640791
12,0.5675038051750381,0.5808599695585996,0.5845890410958904,0.5943302891933029,0.6033485540334855,0.6154109589041096,0.6211187214611872,0.6340943683409437,0.6486681887366819,0.6581050228310502,0.6701293759512937,0.6754185692541856,0.8485540334855404
